>NC_011165	Pseudomonas phage LBL3
>NC_015938	Salmonella phage 7-11
YP_004782379.1	1
YP_004782383.1	1
YP_004782384.1	2
YP_004782431.1	2
YP_004782454.1	2
YP_004782455.1	5
YP_004782457.1	2
>NC_007019	Streptococcus phage 2972
YP_238525.1	1
>NC_023561	Enterobacter phage PG7
YP_009005357.1	1
YP_009005371.1	1
YP_009005379.1	1
YP_009005450.1	1
YP_009005495.1	1
YP_009005516.1	2
YP_009005536.1	1
YP_009005549.1	3
>NC_023498	Mycobacterium phage Validus
YP_009002706.1	2
YP_009002720.1	1
YP_009002741.1	2
>NC_009127	Cyprinid herpesvirus 3
YP_001096176.1	13
>NC_004686	Mycobacterium phage Che9d
NP_818038.1	1
NP_818041.1	2
NP_818049.1	1
NP_818050.1	1
NP_818053.1	3
>NC_019509	Cronobacter virus ESP29491
YP_007005412.1	1
>NC_020871	Listeria phage vB_LmoM_AG20
YP_007676713.1	1
YP_007676792.1	1
YP_007676797.1	6
>NC_011039	Mycobacterium phage Predator
YP_002003434.1	4
>NC_021784	Thermus phage phi OH2
YP_008240332.1	1
YP_008240335.1	2
YP_008240336.1	8
YP_008240340.1	1
YP_008240341.1	1
YP_008240364.1	1
>NC_010342	Halomonas phage phiHAP-1
YP_001686762.1	2
YP_001686769.1	2
YP_001686781.1	2
>NC_010495	Salmonella phage Vi II-E1
YP_001742039.1	1
YP_001742076.1	1
YP_001742078.1	11
YP_001742079.1	2
YP_001742088.1	6
>NC_021780	Salmonella phage FSLSP088
YP_008239932.1	2
YP_008239935.1	1
YP_008239957.1	1
YP_008239962.1	1
>NC_013036	Anatid alphaherpesvirus 1
YP_003084431.1	1
>NC_023744	Mycobacterium phage DS6A
YP_009018758.1	1
YP_009018764.1	5
>NC_023566	Rhizobium phage vB_RglS_P106B
YP_009005935.1	1
YP_009005964.1	2
YP_009005966.1	1
>NC_022563	Squirrelpox virus
YP_008658468.1	1
YP_008658538.1	2
>NC_010276	Orgyia leucostigma nucleopolyhedrovirus
YP_001651015.1	1
YP_001651017.1	1
YP_001651045.1	12
>NC_019918	Pseudomonas phage vB_PaeM_C2-10_Ab1
YP_007236917.1	3
YP_007236939.1	1
>NC_003345	Halorubrum phage HF2
NP_542557.1	1
NP_542563.1	2
NP_542568.1	1
>NC_023718	Pseudomonas phage phiPto-bp6g
YP_009015244.1	1
>NC_005069	Yersinia phage PY54
NP_892047.1	2
NP_892048.1	3
NP_892111.1	1
>NC_015251	Aeromonas virus 65
YP_004300848.1	7
YP_004301004.1	1
YP_004301229.1	10
YP_004301251.1	1
YP_004301274.1	1
>NC_023612	Geobacillus phage GBK2
YP_009010473.1	1
YP_009010510.1	1
YP_009010511.1	1
YP_009010518.1	14
YP_009010520.1	2
YP_009010522.1	9
>NC_023501	Bacillus phage BPS10C
YP_009002896.1	1
YP_009002904.1	1
YP_009003079.1	1
>NC_007709	Xanthomonas phage OP1
YP_453563.1	4
YP_453564.1	1
YP_453574.1	1
YP_453579.1	1
YP_453589.1	2
YP_453592.1	1
YP_453598.1	1
YP_453599.1	1
YP_453616.1	2
>NC_019538	Aeromonas phage CC2
YP_007010191.1	1
YP_007010217.1	1
YP_007010221.1	11
YP_007010236.1	1
YP_007010255.1	1
YP_007010265.1	1
YP_007010339.1	1
>NC_021334	Mycobacterium phage WIVsmall
YP_008059922.1	1
YP_008059927.1	2
>NC_016567	Vibrio phage SIO-2
YP_004957558.1	1
YP_004957580.1	1
>NC_013600	Sodalis phage SO1
YP_003344939.1	1
YP_003344993.1	1
>NC_023681	Mamestra brassicae multiple nucleopolyhedrovirus
YP_009011068.1	1
YP_009011090.1	1
YP_009011224.1	7
>NC_007605	Human gammaherpesvirus 4
YP_401679.1	2
>NC_011703	Pseudomonas phage 14-1
YP_002364309.1	1
YP_002364310.1	1
YP_002364311.1	4
YP_002364312.1	2
YP_002364313.1	1
YP_002364314.1	1
YP_002364315.1	1
YP_002364316.1	2
YP_002364317.1	1
YP_002364318.1	1
YP_002364319.1	1
YP_002364320.1	1
YP_002364322.1	1
YP_002364323.1	1
YP_002364324.1	1
YP_002364325.1	2
YP_002364326.1	3
YP_002364327.1	2
YP_002364328.1	1
YP_002364329.1	1
YP_002364330.1	1
YP_002364331.1	1
YP_002364332.1	1
YP_002364333.1	1
YP_002364334.1	1
YP_002364335.1	1
YP_002364336.1	1
YP_002364337.1	1
YP_002364338.1	2
YP_002364339.1	1
YP_002364340.1	2
YP_002364341.1	1
YP_002364342.1	1
YP_002364343.1	1
YP_002364344.1	1
YP_002364345.1	1
YP_002364346.1	1
YP_002364347.1	1
YP_002364348.1	1
YP_002364349.1	1
YP_002364350.1	2
YP_002364351.1	1
YP_002364352.1	1
YP_002364353.1	4
YP_002364354.1	1
YP_002364355.1	3
YP_002364356.1	1
YP_002364357.1	2
YP_002364358.1	1
YP_002364359.1	1
YP_002364360.1	2
YP_002364361.1	1
YP_002364362.1	5
YP_002364363.1	1
YP_002364364.1	8
YP_002364365.1	1
YP_002364366.1	2
YP_002364367.1	1
YP_002364368.1	2
YP_002364369.1	1
YP_002364370.1	1
YP_002364371.1	1
YP_002364372.1	1
YP_002364373.1	1
YP_002364374.1	1
YP_002364375.1	1
YP_002364376.1	1
YP_002364377.1	1
YP_002364378.1	2
YP_002364379.1	1
YP_002364380.1	1
YP_002364381.1	1
YP_002364382.1	1
YP_002364383.1	1
YP_002364384.1	1
YP_002364385.1	1
YP_002364386.1	1
YP_002364387.1	1
YP_002364388.1	1
YP_002364390.1	1
YP_002364391.1	1
YP_002364392.1	2
YP_002364393.1	1
YP_002364394.1	1
YP_002364395.1	1
YP_002364397.1	1
YP_002364398.1	1
>NC_016509	Grapevine leafroll-associated virus 1
YP_004940644.1	2
>NC_022965	Mycobacterium phage CloudWang3
YP_008856785.1	1
YP_008856828.1	1
YP_008856842.1	1
YP_008856861.1	5
>NC_021070	Vibrio phage martha 12B12
YP_007877506.1	2
YP_007877507.1	2
YP_007877511.1	1
YP_007877523.1	1
YP_007877544.1	1
>NC_014765	Bathycoccus sp. RCC1105 virus BpV1
YP_004061438.1	32
YP_004061441.1	19
YP_004061453.1	8
YP_004061457.1	1
YP_004061460.1	14
YP_004061461.1	1
YP_004061462.1	4
YP_004061477.1	2
YP_004061509.1	1
YP_004061516.1	1
YP_004061521.1	1
YP_004061551.1	1
YP_004061554.1	1
YP_004061559.1	17
YP_004061574.1	1
YP_004061577.1	3
YP_004061589.1	6
YP_004061597.1	3
YP_004061603.1	1
YP_004061618.1	7
YP_004061633.1	1
>NC_005263	Burkholderia virus Bcep1
NP_944320.1	1
NP_944323.1	1
NP_944326.1	1
NP_944336.1	1
NP_944363.1	1
NP_944368.1	2
NP_944375.1	2
>NC_019514	Erwinia phage vB_EamP-S6
YP_007005783.1	11
YP_007005791.1	1
>NC_005833	Escherichia virus T1
YP_003881.1	1
YP_003892.1	1
YP_003917.1	1
YP_003937.1	4
>NC_024450	Falconid herpesvirus 1
YP_009046495.1	1
YP_009046591.1	5
>NC_015721	Bdellovibrio phage phi1402
YP_004678860.1	2
>NC_011551	Bacteriophage APSE-2
YP_002308525.1	1
YP_002308529.1	3
YP_002308530.1	7
YP_002308542.1	2
YP_002308549.1	1
YP_002308553.1	1
>NC_023567	Klebsiella phage F19
YP_009006038.1	1
YP_009006059.1	4
>NC_002577	Gallid alphaherpesvirus 3
NP_066831.1	1
NP_066911.1	1
>NC_008717	Pseudomonas phage DMS3
YP_950451.1	1
YP_950475.1	1
>NC_002656	Mycobacterium phage Bxb1
NP_075277.1	1
NP_075314.1	1
>NC_018085	Bacillus phage BtCS33
YP_006488672.1	2
YP_006488674.1	3
YP_006488706.1	1
>NC_003050	Streptococcus phage MM1
NP_150144.1	1
NP_150145.1	1
NP_758430.1	1
>NC_015960	Yokapox virus
YP_004821373.1	1
YP_004821405.1	13
>NC_021789	Cellulophaga phage phi19:3
YP_008240803.1	1
YP_008240864.1	1
YP_008240905.1	1
YP_008240908.1	1
>NC_019502	Bacillus phage phIS3501
YP_007004341.1	1
YP_007004362.1	2
YP_007004363.1	2
YP_007004364.1	3
>NC_016164	Synechococcus phage S-CBS1
YP_004934604.1	2
YP_004934605.1	1
YP_004934616.1	1
YP_004934620.1	4
YP_004934627.1	14
YP_004934633.1	1
YP_004934638.1	1
>NC_019709	Enterobacteria phage mEpX1
YP_007111657.1	1
YP_007111663.1	5
YP_007111692.1	1
>NC_021535	Mycobacterium phage Jobu08
YP_008126251.1	1
YP_008126285.1	4
YP_008126295.1	2
YP_008126298.1	1
>NC_011399	Ralstonia phage RSM3
YP_002290965.1	9
>NC_016761	Salmonella phage SPN1S
YP_005097977.1	1
YP_005097978.1	1
YP_005097981.1	1
YP_005097992.1	1
YP_005097999.1	2
YP_005098003.1	4
YP_005098013.1	1
YP_005098021.1	1
>NC_024375	Listeria phage LP-026
YP_009044102.1	3
YP_009044184.1	1
>NC_025429	Rhizobium phage vB_RleM_P10VF
YP_009099752.1	2
YP_009099777.1	1
YP_009099780.1	1
YP_009099788.1	1
YP_009099819.1	1
YP_009099822.1	1
YP_009099833.1	3
YP_009099919.1	3
YP_009099963.1	6
>NC_023712	Mycobacterium phage Firecracker
YP_009014369.1	2
YP_009014463.1	8
>NC_021863	Staphylococcus phage SA13
YP_008320201.1	7
YP_008320213.1	1
>NC_021302	Mycobacterium phage Fishburne
YP_008051255.2	3
YP_008051271.1	1
YP_008051273.1	1
YP_008051282.1	3
>NC_001962	Bombyx mori nucleopolyhedrovirus
NP_047416.1	2
NP_047448.1	1
>NC_017976	Bacillus phage PBC1
YP_006383483.1	1
YP_006383501.1	1
>NC_015456	Shigella virus Shfl1
YP_004414846.1	1
YP_004414870.1	1
>NC_018836	Streptomyces phage phiHau3
YP_006906208.1	1
>NC_020477	Bacillus virus Eoghan
YP_007517421.1	1
YP_007517430.1	22
YP_007517460.1	1
>NC_025459	Aeromonas phage pAh6-C
YP_009103414.1	1
>NC_011421	Bacillus virus SPO1
YP_002300341.1	3
YP_002300361.1	6
YP_002300416.1	1
YP_002300417.1	8
YP_002300426.1	3
YP_002300428.1	3
YP_002300444.1	25
>NC_022069	Mycobacterium phage Jabbawokkie
YP_008410742.1	1
YP_008410744.1	2
>NC_010178	Pineapple mealybug wilt-associated virus 1
YP_001642339.1	1
>NC_020158	Halovirus HVTV-1
YP_007378947.1	1
YP_007378975.1	1
YP_007378982.1	1
YP_007379003.1	4
YP_007379052.1	1
>NC_015265	Burkholderia phage KS5
YP_004306379.1	11
YP_004306383.1	1
YP_004306385.1	1
YP_004306388.1	1
YP_004306390.1	1
YP_004306407.1	1
YP_004306408.1	1
YP_004306409.1	4
>NC_008208	Aeromonas virus 25
YP_656238.1	5
YP_656269.1	1
YP_656301.1	1
YP_656319.1	2
YP_656432.1	1
YP_656458.1	1
>NC_008207	Mycobacterium phage Catera
YP_656113.1	1
YP_656140.1	1
YP_656181.1	13
YP_656230.1	7
>NC_025425	Enterobacteria phage GEC-3S
YP_009118718.1	1
YP_009118771.1	1
YP_009118786.1	1
>NC_011616	Spodoptera litura nucleopolyhedrovirus II
YP_002332749.1	1
YP_002332844.1	2
>NC_023715	Yersinia phage Yep-phi
YP_009014830.1	1
YP_009014842.1	4
YP_009014854.1	1
YP_009014858.1	1
YP_009014864.1	1
YP_009014865.1	1
>NC_019508	Clostridium phage phiCP34O
YP_007005347.1	1
>NC_012756	Streptococcus phage PH10
YP_002925149.1	1
YP_002925153.1	1
>NC_020481	Pelagibacter phage HTVC010P
YP_007517700.1	6
YP_007517703.1	3
YP_007517707.1	1
YP_007517709.1	1
YP_007517710.1	2
YP_007517711.1	4
YP_007517712.1	1
YP_007517725.1	1
YP_007517731.1	1
YP_007517735.1	2
YP_007517736.1	1
YP_007517741.1	1
>NC_019919	Yersinia phage phiR201
YP_007237060.1	4
YP_007237069.1	6
YP_007237100.1	8
>NC_023747	Mycobacterium phage BarrelRoll
YP_009019030.1	2
YP_009019045.1	1
YP_009019064.1	2
>NC_008586	Ectropis obliqua nucleopolyhedrovirus
YP_874302.1	1
YP_874319.1	6
>NC_018279	Salmonella phage vB_SosS_Oslo
YP_006560808.1	1
YP_006560837.1	8
YP_006560838.1	14
YP_006560842.1	1
YP_006560871.1	1
YP_006560882.1	1
>NC_007646	Ovine gammaherpesvirus 2
YP_438136.1	1
YP_438168.2	2
>NC_020857	Cyanophage MED4-117
YP_007675347.1	1
YP_007675353.1	4
YP_007675385.1	1
>NC_019496	Clostridium phage phiCP26F
YP_007004004.1	2
>NC_022915	Ralstonia phage RSK1
YP_008853786.1	1
YP_008853787.1	7
YP_008853789.1	4
YP_008853795.1	1
YP_008853801.1	2
YP_008853817.1	5
YP_008853828.1	2
>NC_004165	Bacillus virus B103
NP_690649.1	3
>NC_011022	Mycobacterium phage DD5
YP_001994782.1	1
YP_001994792.1	1
>NC_022988	Mycobacterium phage Bruin
YP_008859445.1	1
YP_008859464.1	1
YP_008859515.1	1
YP_008859533.1	4
YP_008859534.1	1
YP_008859535.1	6
YP_008859545.1	1
YP_008859547.1	15
>NC_002642	Yaba-like disease virus
NP_073402.1	1
NP_073501.1	1
>NC_023588	Stenotrophomonas phage Smp131
YP_009008359.1	1
YP_009008362.1	4
YP_009008363.1	1
YP_009008364.1	1
YP_009008365.1	1
YP_009008370.1	1
YP_009008374.1	1
YP_009008376.1	1
YP_009008381.1	1
YP_009008395.1	1
YP_009008400.1	1
>NC_020081	Bacillus phage phiAGATE
YP_007349289.1	16
YP_007349293.1	4
YP_007349306.1	1
YP_007349331.1	3
YP_007349348.1	1
YP_007349230.1	8
YP_007349232.1	5
>NC_001895	Escherichia virus P2
NP_046757.1	1
NP_046758.1	3
NP_046759.1	1
NP_046761.1	1
NP_046773.1	1
NP_046774.1	1
NP_046775.1	3
NP_046779.1	1
NP_046780.1	1
NP_046782.1	1
NP_046784.1	1
>NC_019511	Staphylococcus virus SA11
YP_007005482.1	1
YP_007005564.1	2
YP_007005581.1	3
YP_007005583.1	1
>NC_022060	Mycobacterium phage Velveteen
YP_008409559.1	1
YP_008409592.1	2
YP_008409599.1	2
>NC_022914	Staphylococcus phage phiRS7
YP_008853737.1	2
YP_008853761.1	1
YP_008853766.1	4
>NC_018850	Pseudomonas phage UFV-P2
YP_006907070.2	1
YP_006907069.2	1
YP_006907048.1	4
YP_006907046.2	7
YP_006907045.1	1
>NC_022752	Salmonella phage SETP13
YP_008767004.1	1
YP_008767022.1	1
YP_008767060.1	1
>NC_019488	Salmonella phage RE-2010
YP_007003495.1	1
YP_007003509.1	4
YP_007003511.1	1
YP_007003523.1	1
YP_007003525.1	1
YP_007003533.1	1
>NC_015933	Escherichia phage vB_EcoP_G7C
YP_004782152.1	2
>NC_022059	Mycobacterium phage DrDrey
YP_008409402.1	1
YP_008409421.1	1
YP_008409474.1	1
YP_008409492.1	4
YP_008409493.1	1
YP_008409494.1	6
YP_008409505.1	1
YP_008409510.1	15
>NC_025444	Mycobacterium phage RedRock
YP_009101306.1	1
YP_009101317.1	1
>NC_022758	Staphylococcus phage YMC/09/04/R1988
YP_008767367.1	1
YP_008767369.1	2
YP_008767379.1	1
YP_008767408.1	1
YP_008767423.1	3
YP_008767425.1	1
>NC_019545	Salmonella phage SPN3UB
YP_007011013.1	1
YP_007011021.1	1
>NC_019510	Erwinia phage vB_EamP-L1
YP_007005439.1	1
YP_007005446.1	3
YP_007005461.1	1
YP_007005465.1	1
>NC_019544	Deep-sea thermophilic phage D6E
YP_007010926.1	1
YP_007010936.1	1
YP_007010946.1	3
YP_007010956.1	9
YP_007010958.1	1
YP_007010967.1	5
YP_007010969.1	15
>NC_014767	Micromonas sp. RCC1109 virus MpV1
YP_004061896.1	19
YP_004061898.1	1
YP_004061915.1	3
YP_004061916.1	6
YP_004061917.1	3
YP_004061920.1	4
YP_004061924.1	10
YP_004061941.1	3
YP_004061975.1	1
YP_004061986.1	1
YP_004062016.1	1
YP_004062018.1	1
YP_004062019.1	1
YP_004062022.1	23
YP_004062038.1	1
YP_004062041.1	3
YP_004062054.1	6
YP_004062069.1	1
YP_004062084.1	1
YP_004062097.1	3
YP_004062107.1	9
YP_004062114.1	13
YP_004062122.1	4
>NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS
YP_009100049.1	4
YP_009100064.1	1
YP_009100065.1	1
YP_009100071.1	1
YP_009100078.1	3
YP_009100081.1	6
YP_009100098.1	1
YP_009100110.1	3
>NC_008721	Streptococcus phage SMP
YP_950572.1	1
>NC_019507	Campylobacter virus CP21
YP_007005155.1	1
YP_007005206.1	1
YP_007005238.1	1
>NC_024358	Anabaena phage A-4L
YP_009042803.1	4
>NC_023707	Mycobacterium phage Turbido
YP_009013908.1	1
YP_009013946.1	1
YP_009013951.1	1
YP_009013959.1	1
>NC_022751	Cyanophage PP
YP_008766978.1	1
YP_008766991.1	8
>NC_018856	Bacillus phage Bastille
YP_006907301.1	1
YP_006907457.1	14
YP_006907548.1	3
>NC_022066	Mycobacterium phage Redno2
YP_008410169.1	1
YP_008410170.1	1
YP_008410348.1	20
>NC_013693	Shigella phage Ag3
YP_003358503.1	2
YP_003358568.1	1
>NC_028776	Escherichia phage CAjan
YP_009196831.1	1
YP_009196836.1	7
YP_009196842.1	3
YP_009196843.1	1
YP_009196852.1	5
YP_009196861.1	1
YP_009196882.1	1
>NC_023006	Pseudomonas phage PPpW-3
YP_008873178.1	1
YP_008873189.1	1
YP_008873191.1	1
YP_008873193.1	1
YP_008873203.1	11
YP_008873205.1	2
YP_008873227.1	3
YP_008873229.1	2
>NC_009820	Mycobacterium phage Tweety
YP_001469297.1	1
YP_001469299.1	1
YP_001469302.1	4
YP_001469305.1	6
>NC_024354	Cronobacter phage CR8
YP_009042265.1	1
YP_009042324.1	2
YP_009042441.1	8
YP_009042449.1	3
YP_009042497.1	1
>NC_018452	Burkholderia virus DC1
YP_006589935.1	1
YP_006589943.1	10
YP_006589973.1	1
YP_006589986.1	1
YP_006589987.1	1
YP_006589989.1	1
YP_006589990.1	1
>NC_016767	Erwinia phage PEp14
YP_005098411.1	1
>NC_024379	Escherichia phage PE3-1
YP_009044255.1	1
YP_009044266.1	1
YP_009044270.1	1
YP_009044272.1	1
YP_009044280.1	1
YP_009044290.1	2
YP_009044295.1	2
>NC_019523	Clostridium phage phi24R
YP_007006989.1	5
>NC_019926	Erwinia phage phiEa100
YP_007237547.1	1
YP_007237549.1	1
>NC_020414	Enterobacteria phage UAB_Phi78
YP_007501003.1	1
>NC_009935	Pseudomonas phage LKD16
YP_001522835.1	1
>NC_001331	Pseudomonas phage Pf1
NP_039602.1	1
NP_039603.1	1
NP_039604.1	2
NP_039605.1	1
NP_039612.1	1
>NC_011356	Enterobacteria phage YYZ-2008
YP_002274137.1	1
YP_002274165.1	3
YP_002274187.1	2
YP_002274198.1	1
>NC_011646	Abalone shriveling syndrome-associated virus
YP_002333627.1	6
YP_002333628.1	2
>NC_004587	Streptococcus phage 315.4
NP_795557.1	1
NP_795558.1	1
NP_795571.1	1
>NC_021560	Rhizobium phage RR1-A
YP_008130164.1	1
YP_008130182.1	1
YP_008130188.1	9
YP_008130190.1	1
YP_008130192.1	8
YP_008130203.1	3
YP_008130207.1	1
YP_008130210.1	1
YP_008130212.1	1
>NC_004616	Staphylococcus phage Phi12
NP_803317.1	1
NP_803332.1	1
NP_803338.1	1
>NC_016160	Escherichia phage HK75
YP_004934127.1	1
YP_004934138.1	11
YP_004934149.1	5
YP_004934156.1	1
>NC_012743	Burkholderia virus Bcepil02
YP_002922685.1	10
YP_002922715.1	2
YP_002922718.1	1
YP_002922730.1	1
YP_002922733.1	1
YP_002922734.1	1
>AC_000191	Bovine mastadenovirus A
YP_094055.1	4
>NC_025424	Bacillus phage Waukesha92
YP_009099321.1	1
>NC_007734	Bacillus virus Wbeta
YP_459966.1	3
YP_459967.1	1
YP_460017.1	1
>NC_023859	Microbacterium phage vB_MoxS-ISF9
YP_009021473.1	1
YP_009021558.1	1
YP_009021565.1	2
>NC_003390	Synechococcus phage P60
NP_570328.1	7
NP_570330.1	1
NP_570351.1	1
NP_570363.1	1
>NC_018848	Streptomyces phage SV1
YP_006906985.1	2
>NC_028957	Escherichia phage vB_EcoM_VR26
YP_009213843.1	1
YP_009213946.1	1
YP_009214018.1	1
YP_009214064.1	1
YP_009214113.1	3
>NC_023586	Ralstonia phage 1 NP-2014
YP_009008121.1	10
YP_009008134.1	1
>NC_009447	Burkholderia phage BcepGomr
YP_001210240.1	1
YP_001210242.1	3
YP_001210253.1	1
YP_001210255.1	4
YP_001210257.1	2
YP_001210263.1	1
>NC_024359	Listeria phage LP-048
YP_009042862.1	1
YP_009042940.1	1
YP_009042946.1	6
>NC_019717	Enterobacteria phage HK225
YP_007112154.1	1
YP_007112162.1	1
YP_007112166.1	1
YP_007112179.1	1
YP_007112190.1	1
YP_007112201.1	1
>NC_017972	Pseudomonas phage Lu11
YP_006382579.1	10
YP_006382677.1	6
YP_006382678.1	14
YP_006382731.1	1
YP_006382751.1	5
>NC_010353	Streptococcus phage 858
YP_001686838.1	1
>NC_011020	Mycobacterium phage Jasper
YP_001994600.1	1
YP_001994610.1	1
>NC_019716	Enterobacteria phage mEp460
YP_007112079.1	2
YP_007112087.1	1
YP_007112096.1	1
YP_007112120.1	4
YP_007112121.1	1
>NC_023865	Pectobacterium phage PM1
YP_009021809.1	8
YP_009021814.1	2
>NC_020851	Synechococcus phage S-SKS1
YP_007674367.1	1
YP_007674370.1	1
YP_007674372.1	1
YP_007674373.1	1
YP_007674378.1	2
YP_007674380.1	10
YP_007674384.1	1
YP_007674399.1	1
YP_007674402.1	5
YP_007674407.1	8
YP_007674414.1	1
YP_007674419.1	4
YP_007674420.1	14
YP_007674430.1	3
YP_007674450.1	1
YP_007674454.1	1
YP_007674465.1	2
YP_007674467.1	1
YP_007674480.1	16
YP_007674496.1	1
YP_007674499.1	1
YP_007674500.1	1
YP_007674507.1	2
YP_007674509.1	1
YP_007674510.1	1
YP_007674513.1	4
YP_007674515.1	1
YP_007674524.1	1
YP_007674526.1	1
YP_007674618.1	1
>NC_029084	Paenibacillus phage Rani
YP_009224870.1	1
YP_009224874.1	1
YP_009224880.1	2
YP_009224918.1	2
>NC_002687	Ectocarpus siliculosus virus 1
NP_077499.1	2
NP_077511.1	1
NP_077550.1	46
NP_077573.1	2
NP_077597.1	3
NP_077613.1	1
NP_077624.1	1
NP_077658.1	1
NP_077665.1	11
NP_077671.1	7
>NC_014260	Enterobacteria phage IME08
YP_003734153.1	1
YP_003734236.1	1
YP_003734246.1	1
YP_003734309.1	1
YP_003734369.1	1
YP_003734371.1	3
YP_003734385.1	1
YP_003734396.1	8
>NC_002166	Escherichia virus HK022
NP_037670.1	1
NP_037684.1	1
NP_037693.1	7
>NC_015274	Streptococcus phage Dp-1
YP_004306889.1	4
YP_004306890.1	5
YP_004306893.1	4
YP_004306905.1	7
YP_004306940.1	1
YP_004306959.1	2
>NC_020478	Bacillus virus Andromeda
YP_007517506.1	21
>NC_005091	Burkholderia phage BcepNazgul
NP_918994.2	3
NP_919000.2	1
NP_919008.2	1
>NC_019767	Enterobacteria phage HK544
YP_007151627.1	1
YP_007151654.1	3
>NC_007810	Pseudomonas phage F8
YP_001294418.1	1
YP_001294419.1	2
YP_001294420.1	1
YP_001294421.1	4
YP_001294422.1	2
YP_001294423.1	1
YP_001294424.1	1
YP_001294425.1	1
YP_001294426.1	2
YP_001294427.1	1
YP_001294428.1	1
YP_001294429.1	1
YP_001294430.1	1
YP_001294431.1	1
YP_001294432.1	1
YP_001294433.1	2
YP_001294434.1	3
YP_001294435.1	2
YP_001294436.1	1
YP_001294437.1	1
YP_001294438.1	1
YP_001294439.1	1
YP_001294440.1	1
YP_001294441.1	1
YP_001294442.1	1
YP_001294443.1	1
YP_001294444.1	1
YP_001294445.1	1
YP_001294446.1	2
YP_001294447.1	1
YP_001294448.1	2
YP_001294449.1	1
YP_001294450.1	1
YP_001294451.1	1
YP_001294452.1	1
YP_001294453.1	1
YP_001294454.1	1
YP_001294455.1	1
YP_001294456.1	1
YP_001294457.1	1
YP_001294458.1	2
YP_001294459.1	2
YP_001294460.1	1
YP_001294461.1	4
YP_001294462.1	1
YP_001294463.1	3
YP_001294464.1	1
YP_001294465.1	2
YP_001294466.1	1
YP_001294467.1	1
YP_001294468.1	2
YP_001294469.1	1
YP_001294470.1	4
YP_001294471.1	1
YP_001294472.1	8
YP_001294473.1	1
YP_001294474.1	2
YP_001294475.1	1
YP_001294476.1	2
YP_001294477.1	1
YP_001294478.1	1
YP_001294479.1	1
YP_001294480.1	1
YP_001294481.1	1
YP_001294482.1	1
YP_001294483.1	1
YP_001294484.1	1
YP_001294485.1	1
YP_001294486.1	2
YP_001294487.1	1
YP_001294488.1	1
YP_001294489.1	1
YP_001294490.1	1
YP_001294491.1	1
YP_001294492.1	1
YP_001294493.1	1
YP_001294494.1	1
YP_001294495.1	1
YP_001294496.1	1
YP_001294497.1	1
YP_001294499.1	1
YP_001294500.1	1
YP_001294501.1	2
YP_001294502.1	1
YP_001294503.1	1
YP_001294504.1	1
YP_001294505.1	1
YP_001294506.1	1
YP_001294507.1	1
YP_001294508.1	1
>NC_021346	Mycobacterium phage Gizmo
YP_008060906.1	1
YP_008060935.1	1
YP_008060981.1	15
YP_008061035.1	7
>NC_001609	Enterobacteria phage P4
NP_042035.1	4
NP_042041.1	1
>NC_011021	Mycobacterium phage Lockley
YP_001994691.1	1
YP_001994701.1	1
>NC_005902	Lymphocystis disease virus - isolate China
YP_073520.1	2
YP_073534.1	7
YP_073549.1	1
YP_073620.1	1
YP_025104.1	2
YP_073712.1	13
>NC_007053	Staphylococcus phage 3A
YP_239935.1	1
YP_239937.1	2
YP_239980.1	1
YP_239994.1	3
YP_239997.1	1
>NC_015295	Erwinia phage phiEt88
YP_004327334.1	3
YP_004327343.1	1
YP_004327350.1	1
YP_004327354.1	10
>NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus
YP_002854736.1	10
>NC_023721	Mycobacterium phage Drago
YP_009016135.1	2
YP_009016139.1	1
>NC_020877	Staphylococcus phage vB_SauM_Romulus
YP_007677552.1	3
YP_007677634.1	1
>NC_019418	Streptococcus phage phiNJ2
YP_006990320.1	2
YP_006990362.1	1
YP_006990364.1	1
>NC_021563	Serratia phage Eta
YP_008130293.1	3
YP_008130294.1	3
YP_008130340.1	2
>NC_022771	Bacillus phage Grass
YP_008771402.1	4
YP_008771405.1	4
YP_008771479.1	1
YP_008771532.1	11
YP_008771537.1	3
YP_008771549.1	4
YP_008771553.1	15
YP_008771565.1	1
>NC_024391	Staphylococcus phage DW2
YP_009044994.1	4
YP_009045000.1	1
YP_009045006.1	1
>NC_008371	Lactococcus virus jj50
YP_764348.1	1
>NC_021924	Choristoneura rosaceana alphabaculovirus
YP_008378458.1	1
>NC_024145	Mycobacterium phage Hosp
YP_009032228.1	2
YP_009032242.1	1
>NC_014595	Shigella phage SP18
YP_003934734.1	1
YP_003934806.1	1
YP_003934886.1	1
YP_003934898.1	3
>NC_023698	Mycobacterium phage Avani
YP_009013162.1	1
YP_009013167.1	1
YP_009013170.1	1
>NC_024141	Mycobacterium phage Kampy
YP_009031910.1	1
YP_009031912.1	2
YP_009031914.1	1
YP_009031923.1	1
YP_009031938.1	3
>NC_019527	Aeromonas phage vB_AsaM-56
YP_007007706.1	1
YP_007007737.1	1
YP_007007771.1	1
>NC_006151	Suid alphaherpesvirus 1
YP_068375.1	7
>NC_020202	Pseudomonas phage JBD5
YP_007392735.1	1
YP_007392762.1	1
>NC_005357	Bordetella virus BPP1
NP_958671.1	1
NP_958672.1	1
NP_958673.1	1
NP_958680.1	1
NP_958690.1	1
NP_958692.1	1
NP_958698.1	2
