NC_011165|Pseudomonas phage LBL3|
YP_007517798.1|5|
YP_007517799.1|6|
YP_007517800.1|0|
YP_007517801.1|0|
YP_007517802.1|0|
YP_007517803.1|0|
YP_007517804.1|0|
YP_007517805.1|0|
YP_007517806.1|0|
YP_007517807.1|0|
*
NC_014661|Acinetobacter phage Acj61|
YP_004009618.1|0|
YP_004009619.1|0|
YP_004009620.1|0|
YP_004009621.1|1|
YP_004009622.1|0|
YP_004009623.1|0|
YP_004009624.1|0|
YP_004009625.1|0|
YP_004009626.1|0|
YP_004009627.1|0|
YP_004009628.1|0|
YP_004009629.1|0|
YP_004009630.1|1|
YP_004009631.1|0|
YP_004009632.1|0|
YP_004009633.1|0|
YP_004009634.1|0|
YP_004009635.1|0|
YP_004009636.1|0|
YP_004009637.1|0|
YP_004009638.1|0|
YP_004009639.1|0|
YP_004009640.1|0|
YP_004009641.1|0|
YP_004009642.1|0|
YP_004009643.1|0|
YP_004009644.1|0|
YP_004009645.1|0|
YP_004009646.1|0|
YP_004009647.1|0|
YP_004009648.1|0|
YP_004009649.1|0|
YP_004009650.1|0|
YP_004009651.1|0|
YP_004009652.1|0|
YP_004009653.1|0|
YP_004009654.1|0|
YP_004009655.1|0|
YP_004009656.1|0|
YP_004009657.1|0|
YP_004009658.1|0|
YP_004009659.1|0|
YP_004009660.1|0|
YP_004009661.1|0|
YP_004009662.1|0|
YP_004009663.1|0|
YP_004009664.1|0|
YP_004009665.1|0|
YP_004009666.1|0|
YP_004009667.1|0|
YP_004009668.1|0|
YP_004009669.1|0|
YP_004009670.1|0|
YP_004009671.1|0|
YP_004009672.1|0|
YP_004009673.1|0|
YP_004009674.1|0|
YP_004009675.1|0|
YP_004009676.1|0|
YP_004009677.1|0|
YP_004009678.1|0|
YP_004009679.1|0|
YP_004009680.1|0|
YP_004009681.1|0|
YP_004009682.1|0|
YP_004009683.1|0|
YP_004009684.1|0|
YP_004009685.1|0|
YP_004009686.1|0|
YP_004009687.1|0|
YP_004009688.1|0|
YP_004009689.1|0|
YP_004009690.1|0|
YP_004009691.1|0|
YP_004009692.1|0|
YP_004009693.1|0|
YP_004009694.1|0|
YP_004009695.1|0|
YP_004009696.1|0|
YP_004009697.1|0|
YP_004009698.1|0|
YP_004009699.1|0|
YP_004009700.1|0|
YP_004009701.1|0|
YP_004009702.1|0|
YP_004009703.1|0|
YP_004009704.1|0|
YP_004009705.1|0|
YP_004009706.1|0|
YP_004009707.1|0|
YP_004009708.1|0|
YP_004009709.1|0|
YP_004009710.1|0|
YP_004009711.1|0|
YP_004009712.1|0|
YP_004009713.1|0|
YP_004009714.1|0|
YP_004009715.1|0|
YP_004009716.1|0|
YP_004009717.1|0|
YP_004009718.1|0|
YP_004009719.1|0|
YP_004009720.1|0|
YP_004009721.1|0|
YP_004009722.1|0|
YP_004009723.1|0|
YP_004009724.1|0|
YP_004009725.1|0|
YP_004009726.1|0|
YP_004009727.1|0|
YP_004009728.1|0|
YP_004009729.1|0|
YP_004009730.1|0|
YP_004009731.1|0|
YP_004009732.1|0|
YP_004009733.1|0|
YP_004009734.1|0|
YP_004009735.1|0|
YP_004009736.1|0|
YP_004009737.1|0|
YP_004009738.1|0|
YP_004009739.1|0|
YP_004009740.1|0|
YP_004009741.1|0|
YP_004009742.1|0|
YP_004009743.1|0|
YP_004009744.1|0|
YP_004009745.1|0|
YP_004009746.1|1|
YP_004009747.1|1|
YP_004009748.1|0|
YP_004009749.1|0|
YP_004009750.1|0|
YP_004009751.1|0|
YP_004009752.1|0|
YP_004009753.1|0|
YP_004009754.1|0|
YP_004009755.1|0|
YP_004009756.1|0|
YP_004009757.1|0|
YP_004009758.1|0|
YP_004009759.1|0|
YP_004009760.1|0|
YP_004009761.1|0|
YP_004009762.1|0|
YP_004009763.1|0|
YP_004009764.1|0|
YP_004009765.1|0|
YP_004009766.1|0|
YP_004009767.1|0|
YP_004009768.1|0|
YP_004009769.1|0|
YP_004009770.1|0|
YP_004009771.1|0|
YP_004009772.1|0|
YP_004009773.1|0|
YP_004009774.1|0|
YP_004009775.1|0|
YP_004009776.1|0|
YP_004009777.1|0|
YP_004009778.1|0|
YP_004009779.1|0|
YP_004009780.1|0|
YP_004009781.1|0|
YP_004009782.1|0|
YP_004009783.1|0|
YP_004009784.1|0|
YP_004009785.1|0|
YP_004009786.1|0|
YP_004009787.1|0|
YP_004009788.1|0|
YP_004009789.1|0|
YP_004009790.1|0|
YP_004009791.1|0|
YP_004009792.1|0|
YP_004009793.1|0|
YP_004009794.1|0|
YP_004009795.1|0|
YP_004009796.1|2|
YP_004009797.1|0|
YP_004009798.1|0|
YP_004009799.1|0|
YP_004009800.1|0|
YP_004009801.1|0|
YP_004009802.1|0|
YP_004009803.1|0|
YP_004009804.1|0|
YP_004009805.1|0|
YP_004009806.1|0|
YP_004009807.1|0|
YP_004009808.1|0|
YP_004009809.1|0|
YP_004009810.1|0|
YP_004009811.1|0|
YP_004009812.1|0|
YP_004009813.1|0|
YP_004009814.1|0|
YP_004009815.1|0|
YP_004009816.1|0|
YP_004009817.1|0|
YP_004009818.1|0|
YP_004009819.1|0|
YP_004009820.1|0|
YP_004009821.1|0|
YP_004009822.1|0|
YP_004009823.1|0|
YP_004009824.1|0|
YP_004009825.1|0|
YP_004009826.1|0|
YP_004009827.1|1|
YP_004009828.1|0|
YP_004009829.1|0|
YP_004009830.1|0|
YP_004009831.1|0|
YP_004009832.1|0|
YP_004009833.1|0|
YP_004009834.1|0|
YP_004009835.1|0|
YP_004009836.1|0|
YP_004009837.1|0|
YP_004009838.1|0|
YP_004009839.1|0|
YP_004009840.1|0|
YP_004009841.1|0|
YP_004009842.1|0|
YP_004009843.1|0|
YP_004009844.1|0|
YP_004009845.1|0|
YP_004009846.1|0|
YP_004009847.1|0|
YP_004009848.1|0|
YP_004009849.1|0|
YP_004009850.1|0|
YP_004009851.1|0|
YP_004009852.1|0|
YP_004009853.1|0|
YP_004009854.1|6|
YP_004009855.1|0|
YP_004009856.1|0|
YP_004009857.1|0|
YP_004009858.1|0|
*
NC_021793|Cellulophaga phage phi48:2|
YP_008241165.1|0|
YP_008241166.1|0|
YP_008241167.1|0|
YP_008241168.1|0|
YP_008241169.1|0|
YP_008241170.1|0|
YP_008241171.1|0|
YP_008241172.1|0|
YP_008241173.1|0|
YP_008241174.1|0|
YP_008241175.1|0|
YP_008241176.1|0|
YP_008241177.1|0|
YP_008241178.1|0|
YP_008241179.1|0|
YP_008241180.1|0|
YP_008241181.1|0|
YP_008241182.1|0|
YP_008241183.1|0|
YP_008241184.1|0|
YP_008241185.1|1|
YP_008241186.1|0|
YP_008241187.1|0|
YP_008241188.1|0|
YP_008241189.1|0|
YP_008241190.1|0|
YP_008241191.1|0|
YP_008241192.1|0|
YP_008241193.1|0|
*
NC_021923|Hemileuca sp. nucleopolyhedrovirus|
YP_008378217.1|0|
YP_008378218.1|0|
YP_008378219.1|0|
YP_008378220.1|0|
YP_008378221.1|0|
YP_008378222.1|0|
YP_008378223.1|0|
YP_008378224.1|0|
YP_008378225.1|0|
YP_008378226.1|0|
YP_008378227.1|0|
YP_008378228.1|0|
YP_008378229.1|0|
YP_008378230.1|0|
YP_008378231.1|0|
YP_008378232.1|0|
YP_008378233.1|0|
YP_008378234.1|0|
YP_008378235.1|0|
YP_008378236.1|0|
YP_008378237.1|0|
YP_008378238.1|0|
YP_008378239.1|0|
YP_008378240.1|0|
YP_008378241.1|0|
YP_008378242.1|0|
YP_008378243.1|0|
YP_008378244.1|0|
YP_008378245.1|0|
YP_008378246.1|0|
YP_008378247.1|0|
YP_008378248.1|0|
YP_008378249.1|0|
YP_008378250.1|0|
YP_008378251.1|0|
YP_008378252.1|0|
YP_008378253.1|0|
YP_008378254.1|0|
YP_008378255.1|0|
YP_008378256.1|0|
YP_008378257.1|0|
YP_008378258.1|0|
YP_008378259.1|0|
YP_008378260.1|0|
YP_008378261.1|0|
YP_008378262.1|0|
YP_008378263.1|0|
YP_008378264.1|0|
YP_008378265.1|0|
YP_008378266.1|0|
YP_008378267.1|0|
YP_008378268.1|0|
YP_008378269.1|0|
YP_008378270.1|0|
YP_008378271.1|0|
YP_008378272.1|0|
YP_008378273.1|0|
YP_008378274.1|0|
YP_008378275.1|0|
YP_008378276.1|0|
YP_008378277.1|0|
YP_008378278.1|0|
YP_008378279.1|0|
YP_008378280.1|0|
YP_008378281.1|0|
YP_008378282.1|0|
YP_008378283.1|0|
YP_008378284.1|0|
YP_008378285.1|0|
YP_008378286.1|0|
YP_008378287.1|0|
YP_008378288.1|0|
YP_008378289.1|0|
YP_008378290.1|0|
YP_008378291.1|0|
YP_008378292.1|0|
YP_008378293.1|0|
YP_008378294.1|0|
YP_008378295.1|0|
YP_008378296.1|0|
YP_008378297.1|0|
YP_008378298.1|0|
YP_008378299.1|0|
YP_008378300.1|0|
YP_008378301.1|0|
YP_008378302.1|0|
YP_008378303.1|0|
YP_008378304.1|0|
YP_008378305.1|0|
YP_008378306.1|0|
YP_008378307.1|0|
YP_008378308.1|0|
YP_008378309.1|0|
YP_008378310.1|0|
YP_008378311.1|0|
YP_008378312.1|0|
YP_008378313.1|0|
YP_008378314.1|0|
YP_008378315.1|0|
YP_008378316.1|0|
YP_008378317.1|0|
YP_008378318.1|0|
YP_008378319.1|1|
YP_008378320.1|0|
YP_008378321.1|0|
YP_008378322.1|0|
YP_008378323.1|0|
YP_008378324.1|0|
YP_008378325.1|0|
YP_008378326.1|0|
YP_008378327.1|0|
YP_008378328.1|0|
YP_008378329.1|0|
YP_008378330.1|0|
YP_008378331.1|0|
YP_008378332.1|0|
YP_008378333.1|0|
YP_008378334.1|0|
YP_008378335.1|0|
YP_008378336.1|0|
YP_008378337.1|0|
YP_008378338.1|0|
YP_008378339.1|0|
YP_008378340.1|0|
YP_008378341.1|0|
YP_008378342.1|0|
YP_008378343.1|0|
YP_008378344.1|0|
YP_008378345.1|0|
YP_008378346.1|0|
YP_008378347.1|0|
YP_008378348.1|0|
YP_008378349.1|0|
YP_008378350.1|0|
YP_008378351.1|0|
YP_008378352.1|0|
YP_008378353.1|5|
*
NC_008197|Mycobacterium phage Orion|
YP_655097.1|0|
YP_655098.1|1|
YP_655099.1|0|
YP_655100.1|0|
YP_655101.1|0|
YP_655102.1|0|
YP_655103.1|0|
YP_655104.1|0|
YP_655105.1|0|
YP_655106.1|0|
YP_655107.1|0|
YP_655108.1|0|
YP_655109.1|0|
YP_655110.1|0|
YP_655111.1|0|
YP_655112.1|0|
YP_655113.1|0|
YP_655114.1|0|
YP_655115.1|0|
YP_655116.1|0|
YP_655117.1|0|
YP_655118.1|1|
YP_655119.1|0|
YP_655120.1|0|
YP_655121.1|0|
YP_655122.1|0|
YP_655123.1|0|
YP_655124.1|0|
YP_655125.1|0|
YP_655126.1|0|
YP_655127.1|0|
YP_655128.1|0|
YP_655129.1|0|
YP_655130.1|0|
YP_655131.1|0|
YP_655132.1|0|
YP_655133.1|0|
YP_655134.1|0|
YP_655135.1|0|
YP_655136.1|0|
YP_655137.1|0|
YP_655138.1|0|
YP_655139.1|0|
YP_655140.1|0|
YP_655141.1|0|
YP_655142.1|0|
YP_655143.1|0|
YP_655144.1|0|
YP_655145.1|0|
YP_655146.1|0|
YP_655147.1|0|
YP_655148.1|0|
YP_655149.1|0|
YP_655150.1|0|
YP_655151.1|0|
YP_655152.1|0|
YP_655153.1|0|
YP_655154.1|0|
YP_655155.1|0|
YP_655156.1|0|
YP_655157.1|0|
YP_655158.1|0|
YP_655159.1|0|
YP_655160.1|0|
YP_655161.1|0|
YP_655162.1|0|
YP_655163.1|0|
YP_655164.1|0|
YP_655165.1|0|
YP_655166.1|0|
YP_655167.1|0|
YP_655168.1|0|
YP_655169.1|0|
YP_655170.1|0|
YP_655171.1|0|
YP_655172.1|0|
YP_655173.1|0|
YP_655174.1|0|
YP_655175.1|0|
YP_655176.1|0|
YP_655177.1|0|
YP_655178.1|0|
YP_655179.1|0|
YP_655180.1|0|
YP_655181.1|0|
YP_655182.1|0|
YP_655183.1|0|
YP_655184.1|0|
YP_655185.1|0|
YP_655186.1|0|
YP_655187.1|0|
YP_655188.1|0|
YP_655189.1|0|
YP_655190.1|0|
YP_655191.1|0|
YP_655192.1|0|
YP_655193.1|0|
YP_655194.1|0|
YP_655195.1|0|
YP_655196.1|0|
*
NC_016434|Gordonia phage GTE5|
YP_004935732.1|0|
YP_004935733.1|0|
YP_004935734.1|0|
YP_004935735.1|0|
YP_004935736.1|0|
YP_004935737.1|0|
YP_004935738.1|0|
YP_004935739.1|0|
YP_004935740.1|0|
YP_004935741.1|0|
YP_004935742.1|0|
YP_004935743.1|0|
YP_004935744.1|0|
YP_004935745.1|0|
YP_004935746.1|0|
YP_004935747.1|0|
YP_004935748.1|0|
YP_004935749.1|0|
YP_004935750.1|0|
YP_004935751.1|0|
YP_004935752.1|0|
YP_004935753.1|0|
YP_004935754.1|0|
YP_004935755.1|0|
YP_004935756.1|0|
YP_004935757.1|0|
YP_004935758.1|0|
YP_004935759.1|0|
YP_004935760.1|0|
YP_004935761.1|0|
YP_004935762.1|0|
YP_004935763.1|0|
YP_004935764.1|0|
YP_004935765.1|0|
YP_004935766.1|0|
YP_004935767.1|0|
YP_004935768.1|0|
YP_004935769.1|0|
YP_004935770.1|0|
YP_004935771.1|0|
YP_004935772.1|0|
YP_004935773.1|0|
YP_004935774.1|0|
YP_004935775.1|0|
YP_004935776.1|0|
YP_004935777.1|0|
YP_004935778.1|0|
YP_004935779.1|9|
YP_004935780.1|0|
YP_004935781.1|0|
YP_004935782.1|0|
YP_004935783.1|0|
YP_004935784.1|0|
YP_004935785.1|0|
YP_004935786.1|0|
YP_004935787.1|0|
YP_004935788.1|0|
YP_004935789.1|0|
YP_004935790.1|0|
YP_004935791.1|0|
YP_004935792.1|0|
YP_004935793.1|0|
YP_004935794.1|0|
YP_004935795.1|0|
YP_004935796.1|0|
YP_004935797.1|0|
YP_004935798.1|0|
YP_004935799.1|0|
YP_004935800.1|0|
YP_004935801.1|0|
YP_004935802.1|0|
YP_004935803.1|0|
YP_004935804.1|0|
YP_004935805.1|0|
YP_004935806.1|0|
YP_004935807.1|0|
YP_004935808.1|0|
YP_004935809.1|0|
YP_004935810.1|0|
YP_004935811.1|0|
YP_004935812.1|0|
YP_004935813.1|0|
YP_004935814.1|0|
YP_004935815.1|0|
YP_004935816.1|0|
YP_004935817.1|0|
YP_004935818.1|0|
YP_004935819.1|0|
YP_004935820.1|0|
YP_004935821.1|0|
YP_004935822.1|0|
YP_004935823.1|0|
*
NC_023733|Mycobacterium phage MoMoMixon|
YP_009017336.1|0|
YP_009017337.1|0|
YP_009017338.1|0|
YP_009017339.1|0|
YP_009017340.1|0|
YP_009017341.1|0|
YP_009017342.1|0|
YP_009017343.1|0|
YP_009017344.1|0|
YP_009017345.1|0|
YP_009017346.1|0|
YP_009017347.1|0|
YP_009017348.1|0|
YP_009017349.1|0|
YP_009017350.1|0|
YP_009017351.1|0|
YP_009017352.1|0|
YP_009017353.1|0|
YP_009017354.1|0|
YP_009017355.1|0|
YP_009017356.1|0|
YP_009017357.1|0|
YP_009017358.1|0|
YP_009017359.1|0|
YP_009017360.1|0|
YP_009017361.1|0|
YP_009017362.1|0|
YP_009017363.1|0|
YP_009017364.1|0|
YP_009017365.1|0|
YP_009017366.1|0|
YP_009017367.1|0|
YP_009017368.1|0|
YP_009017369.1|0|
YP_009017370.1|0|
YP_009017371.1|0|
YP_009017372.1|0|
YP_009017373.1|0|
YP_009017374.1|0|
YP_009017375.1|0|
YP_009017376.1|0|
YP_009017377.1|0|
YP_009017378.1|0|
YP_009017379.1|0|
YP_009017380.1|0|
YP_009017381.1|0|
YP_009017382.1|0|
YP_009017383.1|0|
YP_009017384.1|0|
YP_009017385.1|0|
YP_009017386.1|0|
YP_009017387.1|0|
YP_009017388.1|0|
YP_009017389.1|0|
YP_009017390.1|0|
YP_009017391.1|0|
YP_009017392.1|0|
YP_009017393.1|0|
YP_009017394.1|0|
YP_009017395.1|0|
YP_009017396.1|0|
YP_009017397.1|0|
YP_009017398.1|0|
YP_009017399.1|0|
YP_009017400.1|0|
YP_009017401.1|0|
YP_009017402.1|0|
YP_009017403.1|0|
YP_009017404.1|0|
YP_009017405.1|0|
YP_009017406.1|0|
YP_009017407.1|0|
YP_009017408.1|0|
YP_009017409.1|0|
YP_009017410.1|0|
YP_009017411.1|0|
YP_009017412.1|0|
YP_009017413.1|0|
YP_009017414.1|0|
YP_009017415.1|0|
YP_009017416.1|0|
YP_009017417.1|0|
YP_009017418.1|0|
YP_009017419.1|0|
YP_009017420.1|0|
YP_009017421.1|0|
YP_009017422.1|0|
YP_009017423.1|0|
YP_009017424.1|0|
YP_009017425.1|0|
YP_009017426.1|0|
YP_009017427.1|0|
YP_009017428.1|0|
YP_009017429.1|0|
YP_009017430.1|0|
YP_009017431.1|0|
YP_009017432.1|0|
YP_009017433.1|0|
YP_009017434.1|0|
YP_009017435.1|0|
YP_009017436.1|0|
YP_009017437.1|0|
YP_009017438.1|0|
YP_009017439.1|0|
YP_009017440.1|1|
YP_009017441.1|0|
YP_009017442.1|0|
YP_009017443.1|0|
YP_009017444.1|0|
YP_009017445.1|0|
YP_009017446.1|0|
YP_009017447.1|0|
YP_009017448.1|0|
YP_009017449.1|0|
YP_009017450.1|0|
YP_009017451.1|0|
YP_009017452.1|0|
YP_009017453.1|0|
YP_009017454.1|0|
YP_009017455.1|0|
YP_009017456.1|0|
YP_009017457.1|0|
YP_009017458.1|0|
YP_009017459.1|0|
YP_009017460.1|0|
YP_009017461.1|0|
YP_009017462.1|0|
YP_009017463.1|0|
YP_009017464.1|0|
YP_009017465.1|0|
YP_009017466.1|0|
YP_009017467.1|1|
YP_009017468.1|0|
YP_009017469.1|0|
YP_009017470.1|0|
YP_009017471.1|0|
YP_009017472.1|0|
YP_009017473.1|0|
YP_009017474.1|0|
YP_009017475.1|0|
YP_009017476.1|0|
YP_009017477.1|0|
YP_009017478.1|0|
YP_009017479.1|0|
YP_009017480.1|0|
YP_009017481.1|0|
YP_009017482.1|0|
YP_009017483.1|0|
YP_009017484.1|0|
YP_009017485.1|0|
YP_009017486.1|0|
YP_009017487.1|0|
YP_009017488.1|0|
YP_009017489.1|0|
YP_009017490.1|0|
YP_009017491.1|0|
YP_009017492.1|0|
YP_009017493.1|0|
YP_009017494.1|0|
YP_009017495.1|0|
YP_009017496.1|0|
YP_009017497.1|0|
YP_009017498.1|0|
YP_009017499.1|0|
YP_009017500.1|0|
YP_009017501.1|0|
YP_009017502.1|0|
YP_009017503.1|0|
YP_009017504.1|0|
YP_009017505.1|0|
YP_009017506.1|0|
YP_009017507.1|0|
YP_009017508.1|0|
YP_009017509.1|0|
YP_009017510.1|0|
YP_009017511.1|12|
YP_009017512.1|0|
YP_009017513.1|0|
YP_009017514.1|0|
YP_009017515.1|0|
YP_009017516.1|0|
YP_009017517.1|0|
YP_009017518.1|0|
YP_009017519.1|0|
YP_009017520.1|0|
YP_009017521.1|0|
YP_009017522.1|0|
YP_009017523.1|0|
YP_009017524.1|0|
YP_009017525.1|0|
YP_009017526.1|0|
YP_009017527.1|0|
YP_009017528.1|0|
YP_009017529.1|0|
YP_009017530.1|0|
YP_009017531.1|0|
YP_009017532.1|0|
YP_009017533.1|0|
YP_009017534.1|0|
YP_009017535.1|0|
YP_009017536.1|0|
YP_009017537.1|0|
YP_009017538.1|0|
YP_009017539.1|0|
YP_009017540.1|0|
YP_009017541.1|0|
YP_009017542.1|0|
YP_009017543.1|0|
YP_009017544.1|0|
YP_009017545.1|0|
YP_009017546.1|0|
YP_009017547.1|0|
YP_009017548.1|0|
YP_009017549.1|0|
YP_009017550.1|0|
YP_009017551.1|0|
YP_009017552.1|0|
YP_009017553.1|0|
YP_009017554.1|0|
YP_009017555.1|0|
YP_009017556.1|0|
YP_009017557.1|0|
YP_009017558.1|0|
YP_009017559.1|0|
YP_009017560.1|0|
YP_009017561.1|7|
YP_009017562.1|0|
YP_009017563.1|0|
YP_009017564.1|0|
YP_009017565.1|0|
*
NC_019549|Liberibacter phage SC1|
YP_007011056.1|0|
YP_007011057.1|0|
YP_007011058.1|0|
YP_007011059.1|0|
YP_007011060.1|0|
YP_007011061.1|0|
YP_007011062.1|0|
YP_007011063.1|0|
YP_007011064.1|0|
YP_007011065.1|0|
YP_007011066.1|0|
YP_007011067.1|0|
YP_007011068.1|0|
YP_007011069.1|0|
YP_007011070.1|1|
YP_007011071.1|0|
YP_007011072.1|2|
YP_007011073.1|0|
YP_007011074.1|0|
YP_007011075.1|0|
YP_007011076.1|0|
YP_007011077.1|0|
YP_007011078.1|0|
YP_007011079.1|0|
YP_007011080.1|0|
YP_007011081.1|0|
YP_007011082.1|0|
YP_007011083.1|0|
YP_007011084.1|0|
YP_007011085.1|0|
YP_007011086.1|0|
YP_007011087.1|0|
YP_007011088.1|0|
YP_007011089.1|0|
YP_007011090.1|0|
YP_007011091.1|0|
YP_007011092.1|0|
YP_007011093.1|0|
YP_007011094.1|0|
YP_007011095.1|0|
*
NC_011040|Enterobacteria phage BA14|
YP_002003451.1|0|
YP_002003452.1|0|
YP_002003453.1|0|
YP_002003454.1|0|
YP_002003455.1|0|
YP_002003456.1|0|
YP_002003457.1|0|
YP_002003458.1|0|
YP_002003459.1|0|
YP_002003460.1|0|
YP_002003461.1|1|
YP_002003462.1|0|
YP_002003463.1|0|
YP_002003464.1|0|
YP_002003465.1|1|
YP_002003466.1|0|
YP_002003467.1|0|
YP_002003468.1|0|
YP_002003469.1|2|
YP_002003470.1|0|
YP_002003471.1|0|
YP_002003472.1|0|
YP_002003473.1|0|
YP_002003474.1|0|
YP_002003475.1|0|
YP_002003476.1|5|
YP_002003477.1|0|
YP_002003478.1|0|
YP_002003479.1|0|
YP_002003480.1|0|
YP_002003481.1|0|
YP_002003482.1|0|
YP_002003483.1|0|
YP_002003484.1|0|
YP_002003485.1|0|
YP_002003486.1|0|
YP_002003487.1|0|
YP_002003488.1|1|
YP_002003489.1|0|
YP_002003490.1|0|
YP_002003491.1|0|
YP_002003492.1|1|
YP_002003493.1|0|
YP_002003494.1|0|
YP_002003495.1|0|
YP_002003496.1|0|
YP_002003497.1|0|
YP_002003498.1|1|
YP_002003499.1|0|
YP_002003500.1|0|
YP_002003501.1|0|
YP_002003502.1|0|
*
NC_027356|Escherichia virus DT57C|
YP_009149782.1|0|
YP_009149783.1|0|
YP_009149784.1|0|
YP_009149785.1|0|
YP_009149786.1|0|
YP_009149787.1|0|
YP_009149788.1|0|
YP_009149789.1|0|
YP_009149790.1|0|
YP_009149791.1|0|
YP_009149792.1|0|
YP_009149793.1|0|
YP_009149794.1|0|
YP_009149795.1|0|
YP_009149796.1|0|
YP_009149797.1|0|
YP_009149798.1|0|
YP_009149799.1|0|
YP_009149800.1|0|
YP_009149801.1|0|
YP_009149802.1|0|
YP_009149803.1|0|
YP_009149804.1|0|
YP_009149805.1|0|
YP_009149806.1|0|
YP_009149807.1|0|
YP_009149808.1|0|
YP_009149809.1|0|
YP_009149810.1|0|
YP_009149811.1|0|
YP_009149812.1|0|
YP_009149813.1|0|
YP_009149814.1|0|
YP_009149815.1|0|
YP_009149816.1|0|
YP_009149817.1|0|
YP_009149818.1|0|
YP_009149819.1|0|
YP_009149820.1|0|
YP_009149821.1|0|
YP_009149822.1|0|
YP_009149823.1|0|
YP_009149824.1|0|
YP_009149825.1|0|
YP_009149826.1|0|
YP_009149827.1|0|
YP_009149828.1|0|
YP_009149829.1|0|
YP_009149830.1|0|
YP_009149831.1|0|
YP_009149832.1|0|
YP_009149833.1|0|
YP_009149834.1|0|
YP_009149835.1|0|
YP_009149836.1|0|
YP_009149837.1|0|
YP_009149838.1|0|
YP_009149839.1|0|
YP_009149840.1|0|
YP_009149841.1|0|
YP_009149842.1|0|
YP_009149843.1|0|
YP_009149844.1|0|
YP_009149845.1|0|
YP_009149846.1|0|
YP_009149847.1|0|
YP_009149848.1|0|
YP_009149849.1|0|
YP_009149850.1|5|
YP_009149851.1|0|
YP_009149852.1|0|
YP_009149853.1|0|
YP_009149854.1|0|
YP_009149855.1|0|
YP_009149856.1|0|
YP_009149857.1|0|
YP_009149858.1|5|
YP_009149859.1|0|
YP_009149860.1|0|
YP_009149861.1|0|
YP_009149862.1|0|
YP_009149863.1|0|
YP_009149864.1|0|
YP_009149865.1|0|
YP_009149866.1|0|
YP_009149867.1|0|
YP_009149868.1|0|
YP_009149869.1|0|
YP_009149870.1|0|
YP_009149871.1|0|
YP_009149872.1|0|
YP_009149873.1|0|
YP_009149874.1|0|
YP_009149875.1|0|
YP_009149876.1|0|
YP_009149877.1|0|
YP_009149878.1|0|
YP_009149879.1|0|
YP_009149880.1|0|
YP_009149881.1|0|
YP_009149882.1|0|
YP_009149883.1|0|
YP_009149884.1|0|
YP_009149885.1|0|
YP_009149886.1|0|
YP_009149887.1|4|
YP_009149888.1|0|
YP_009149889.1|0|
YP_009149890.1|0|
YP_009149891.1|0|
YP_009149892.1|0|
YP_009149893.1|0|
YP_009149894.1|0|
YP_009149895.1|0|
YP_009149896.1|0|
YP_009149897.1|0|
YP_009149898.1|0|
YP_009149899.1|0|
YP_009149900.1|0|
YP_009149901.1|0|
YP_009149902.1|0|
YP_009149903.1|0|
YP_009149904.1|0|
YP_009149905.1|0|
YP_009149906.1|0|
YP_009149907.1|0|
YP_009149908.1|0|
YP_009149909.1|0|
YP_009149910.1|0|
YP_009149911.1|0|
YP_009149912.1|0|
YP_009149913.1|0|
YP_009149914.1|0|
*
NC_019518|Vibrio phage vB_VchM-138|
YP_007006390.1|0|
YP_007006391.1|1|
YP_007006392.1|0|
YP_007006393.1|0|
YP_007006394.1|0|
YP_007006395.1|0|
YP_007006396.1|0|
YP_007006397.1|0|
YP_007006398.1|0|
YP_007006399.1|0|
YP_007006400.1|0|
YP_007006401.1|3|
YP_007006402.1|0|
YP_007006403.1|0|
YP_007006404.1|0|
YP_007006405.1|0|
YP_007006406.1|0|
YP_007006407.1|0|
YP_007006408.1|0|
YP_007006409.1|0|
YP_007006410.1|0|
YP_007006411.1|3|
YP_007006412.1|0|
YP_007006413.1|0|
YP_007006414.1|0|
YP_007006415.1|0|
YP_007006416.1|0|
YP_007006417.1|0|
YP_007006418.1|0|
YP_007006419.1|0|
YP_007006420.1|0|
YP_007006421.1|0|
YP_007006422.1|0|
YP_007006423.1|0|
YP_007006424.1|0|
YP_007006425.1|0|
YP_007006426.1|0|
YP_007006427.1|0|
YP_007006428.1|0|
YP_007006429.1|0|
YP_007006430.1|0|
YP_007006431.1|0|
YP_007006432.1|0|
YP_007006433.1|0|
YP_007006434.1|0|
YP_007006435.1|0|
YP_007006436.1|0|
YP_007006437.1|0|
YP_007006438.1|0|
YP_007006439.1|0|
YP_007006440.1|0|
YP_007006441.1|0|
YP_007006442.1|0|
YP_007006443.1|0|
YP_007006444.1|0|
YP_007006445.1|0|
YP_007006446.1|0|
YP_007006447.1|0|
YP_007006448.1|0|
YP_007006449.1|0|
YP_007006450.1|0|
YP_007006451.1|0|
YP_007006452.1|0|
YP_007006453.1|0|
YP_007006454.1|0|
YP_007006455.1|0|
YP_007006456.1|0|
*
NC_023604|Mycobacterium phage Jolie2|
YP_009009658.1|0|
YP_009009659.1|0|
YP_009009660.1|0|
YP_009009661.1|0|
YP_009009662.1|0|
YP_009009663.1|0|
YP_009009664.1|0|
YP_009009665.1|0|
YP_009009666.1|0|
YP_009009667.1|0|
YP_009009668.1|0|
YP_009009669.1|0|
YP_009009670.1|0|
YP_009009671.1|0|
YP_009009672.1|0|
YP_009009673.1|0|
YP_009009674.1|0|
YP_009009675.1|0|
YP_009009676.1|0|
YP_009009677.1|0|
